Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
1301,2023-08-28,CUST146,Male,38,Formal Wear,4,50,200
1302,2023-09-05,CUST1088,Male,20,Casual Wear,1,50,50
1303,2023-04-20,CUST374,Female,59,Sportswear,3,25,75
1304,2023-08-28,CUST1536,Female,37,Formal Wear,1,300,300
1305,2023-11-05,CUST1142,Female,27,Children Wear,5,25,125
1306,2023-09-05,CUST1972,Female,51,Children Wear,3,25,75
1307,2023-12-16,CUST1613,Male,58,Sportswear,3,50,150
1308,2023-09-02,CUST1274,Male,26,Formal Wear,2,150,300
1309,2023-07-26,CUST1265,Female,35,Casual Wear,4,25,100
1310,2023-10-29,CUST1723,Male,24,Casual Wear,1,25,25
1311,2023-10-30,CUST1697,Male,44,Workwear,4,100,400
1312,2023-10-07,CUST010,Female,52,Sportswear,4,50,200
1313,2023-04-18,CUST450,Female,59,Casual Wear,2,25,50
1314,2023-07-21,CUST709,Female,19,Children Wear,2,500,1000
1315,2023-02-18,CUST256,Male,23,Sportswear,2,500,1000
1316,2023-05-09,CUST883,Male,40,Children Wear,1,500,500
1317,2023-09-28,CUST390,Male,39,Sportswear,2,50,100
1318,2023-11-18,CUST1486,Male,36,Children Wear,5,50,250
1319,2023-10-01,CUST909,Male,26,Children Wear,1,300,300
1320,2023-09-03,CUST925,Male,25,Sportswear,1,300,300
1321,2023-04-24,CUST1837,Female,54,Formal Wear,4,100,400
1322,2023-08-19,CUST1331,Male,42,Formal Wear,3,150,450
1323,2023-03-25,CUST461,Female,18,Formal Wear,2,500,1000
1324,2023-10-05,CUST1918,Female,60,Workwear,4,300,1200
1325,2023-10-18,CUST1834,Female,28,Casual Wear,2,75,150
1326,2023-03-05,CUST1168,Female,37,Sportswear,2,30,60
1327,2023-10-29,CUST959,Female,42,Casual Wear,2,30,60
1328,2023-04-02,CUST502,Male,43,Workwear,3,50,150
1329,2023-02-05,CUST740,Female,25,Casual Wear,4,50,200
1330,2023-11-05,CUST1998,Male,60,Casual Wear,4,30,120
1331,2023-10-25,CUST869,Male,37,Workwear,3,500,1500
1332,2023-02-11,CUST732,Male,61,Casual Wear,2,500,1000
1333,2023-12-08,CUST540,Female,46,Workwear,3,300,900
1334,2023-01-21,CUST1201,Male,22,Sportswear,5,50,250
1335,2023-07-19,CUST698,Female,64,Sportswear,1,300,300
1336,2023-10-28,CUST1505,Male,35,Children Wear,2,50,100
1337,2023-06-18,CUST1487,Male,40,Sportswear,1,30,30
1338,2023-03-20,CUST1145,Male,30,Formal Wear,1,150,150
1339,2023-07-02,CUST1031,Male,25,Sportswear,5,100,500
1340,2023-10-03,CUST373,Female,25,Sportswear,2,300,600
1341,2023-07-28,CUST668,Female,62,Casual Wear,3,50,150
1342,2023-05-05,CUST1645,Female,54,Formal Wear,2,100,200
1343,2023-05-16,CUST358,Female,32,Casual Wear,1,300,300
1344,2023-11-17,CUST968,Female,48,Casual Wear,3,300,900
1345,2023-11-04,CUST784,Female,34,Children Wear,1,500,500
1346,2023-01-27,CUST736,Male,29,Children Wear,4,25,100
1347,2023-03-09,CUST1035,Male,26,Casual Wear,1,25,25
1348,2023-12-05,CUST971,Female,27,Workwear,4,50,200
1349,2023-09-13,CUST1644,Male,37,Sportswear,2,30,60
1350,2023-01-21,CUST1605,Male,35,Sportswear,4,30,120
1351,2023-12-22,CUST1906,Female,45,Casual Wear,3,30,90
1352,2023-04-14,CUST1925,Female,32,Formal Wear,3,150,450
1353,2023-08-14,CUST1328,Male,42,Sportswear,2,30,60
1354,2023-01-03,CUST1568,Male,41,Formal Wear,3,200,600
1355,2023-03-16,CUST1609,Female,27,Children Wear,1,30,30
1356,2023-06-11,CUST1907,Male,63,Casual Wear,1,25,25
1357,2023-11-30,CUST1252,Male,55,Formal Wear,3,200,600
1358,2023-09-10,CUST1826,Female,29,Workwear,4,75,300
1359,2023-09-22,CUST1849,Male,52,Workwear,2,50,100
1360,2023-09-10,CUST1236,Female,34,Sportswear,4,150,600
1361,2023-04-09,CUST886,Male,37,Sportswear,3,300,900
1362,2023-12-10,CUST080,Female,64,Formal Wear,2,30,60
1363,2023-11-28,CUST1172,Male,35,Sportswear,3,25,75
1364,2023-08-27,CUST815,Female,51,Children Wear,3,25,75
1365,2023-02-26,CUST1387,Female,58,Formal Wear,2,300,600
1366,2023-08-01,CUST672,Female,34,Workwear,2,50,100
1367,2023-01-31,CUST1651,Female,30,Casual Wear,1,25,25
1368,2023-11-13,CUST058,Male,18,Sportswear,4,300,1200
1369,2023-01-25,CUST134,Male,49,Formal Wear,1,50,50
1370,2023-01-26,CUST1140,Female,46,Children Wear,5,50,250
1371,2023-07-25,CUST934,Male,30,Children Wear,1,500,500
1372,2023-03-12,CUST1816,Female,19,Casual Wear,4,50,200
1373,2023-05-05,CUST824,Male,63,Formal Wear,4,30,120
1374,2023-12-26,CUST1214,Female,55,Casual Wear,2,30,60
1375,2023-01-20,CUST505,Male,24,Sportswear,1,50,50
1376,2023-02-11,CUST1915,Female,41,Workwear,2,150,300
1377,2023-12-03,CUST348,Female,35,Formal Wear,2,300,600
1378,2023-06-04,CUST387,Male,44,Casual Wear,1,30,30
1379,2023-06-14,CUST1024,Female,42,Children Wear,3,25,75
1380,2023-05-22,CUST895,Female,55,Children Wear,4,30,120
1381,2023-07-14,CUST829,Male,61,Children Wear,3,30,90
1382,2023-05-22,CUST2043,Female,56,Casual Wear,2,50,100
1383,2023-08-29,CUST476,Female,27,Casual Wear,4,500,2000
1384,2023-02-24,CUST1588,Male,21,Formal Wear,2,300,600
1385,2023-08-03,CUST1563,Male,55,Children Wear,5,30,150
1386,2023-10-21,CUST1509,Male,27,Casual Wear,3,50,150
1387,2023-05-20,CUST653,Male,54,Sportswear,3,25,75
1388,2023-11-08,CUST173,Male,64,Formal Wear,4,30,120
1389,2023-10-13,CUST1149,Female,21,Sportswear,2,50,100
1390,2023-04-21,CUST039,Male,23,Casual Wear,4,30,120
1391,2023-02-12,CUST714,Female,18,Workwear,1,500,500
1392,2023-03-25,CUST091,Female,55,Formal Wear,1,500,500
1393,2023-09-17,CUST167,Female,43,Sportswear,3,50,150
1394,2023-03-15,CUST1205,Male,29,Sportswear,5,75,375
1395,2023-10-09,CUST876,Male,43,Children Wear,4,30,120
1396,2023-06-01,CUST1459,Female,24,Formal Wear,2,150,300
1397,2023-08-14,CUST2040,Male,30,Casual Wear,1,50,50
1398,2023-02-25,CUST1093,Female,34,Formal Wear,3,500,1500
1399,2023-09-23,CUST1155,Male,33,Workwear,1,200,200
1400,2023-04-30,CUST1324,Female,43,Casual Wear,4,50,200
1401,2023-04-15,CUST1472,Male,39,Formal Wear,2,500,1000
1402,2023-08-19,CUST1350,Male,29,Sportswear,3,30,90
1403,2023-08-12,CUST511,Male,45,Workwear,2,50,100
1404,2023-03-01,CUST500,Female,60,Casual Wear,4,25,100
1405,2023-08-20,CUST1465,Female,18,Sportswear,3,75,225
1406,2023-01-24,CUST1730,Female,35,Casual Wear,1,25,25
1407,2023-03-03,CUST339,Female,22,Children Wear,2,25,50
1408,2023-04-29,CUST1188,Male,63,Children Wear,3,50,150
1409,2023-08-18,CUST029,Female,42,Sportswear,1,30,30
1410,2023-07-05,CUST1217,Female,23,Formal Wear,2,150,300
1411,2023-11-29,CUST1431,Female,19,Sportswear,1,75,75
1412,2023-03-27,CUST1976,Male,35,Workwear,3,300,900
1413,2023-05-08,CUST946,Male,62,Sportswear,4,500,2000
1414,2023-06-02,CUST170,Female,25,Casual Wear,2,25,50
1415,2023-06-04,CUST1517,Female,19,Casual Wear,2,100,200
1416,2023-04-01,CUST1197,Female,32,Casual Wear,4,150,600
1417,2023-05-16,CUST1253,Female,27,Workwear,1,500,500
1418,2023-07-03,CUST1511,Male,19,Formal Wear,1,150,150
1419,2023-01-28,CUST913,Male,29,Sportswear,3,30,90
1420,2023-06-29,CUST492,Male,61,Workwear,4,25,100
1421,2023-09-25,CUST954,Female,50,Children Wear,3,300,900
1422,2023-03-10,CUST1097,Male,27,Workwear,2,75,150
1423,2023-04-04,CUST1032,Female,20,Casual Wear,1,50,50
1424,2023-04-26,CUST588,Male,38,Children Wear,2,30,60
1425,2023-08-31,CUST751,Female,42,Casual Wear,2,25,50
1426,2023-03-12,CUST658,Male,59,Formal Wear,1,25,25
1427,2023-01-31,CUST235,Female,23,Formal Wear,2,500,1000
1428,2023-08-29,CUST733,Male,34,Formal Wear,1,30,30
1429,2023-05-20,CUST2093,Male,39,Sportswear,3,50,150
1430,2023-11-26,CUST1949,Male,43,Formal Wear,1,75,75
1431,2023-11-19,CUST1156,Male,22,Workwear,3,50,150
1432,2023-07-13,CUST1587,Female,40,Children Wear,4,50,200
1433,2023-11-29,CUST1540,Male,21,Sportswear,3,50,150
1434,2023-05-25,CUST2064,Female,62,Formal Wear,3,75,225
1435,2023-09-09,CUST935,Female,34,Formal Wear,1,50,50
1436,2023-10-19,CUST1209,Female,20,Formal Wear,2,150,300
1437,2023-10-31,CUST1065,Male,35,Casual Wear,4,30,120
1438,2023-10-18,CUST109,Female,34,Formal Wear,4,500,2000
1439,2023-11-29,CUST1671,Male,25,Children Wear,4,50,200
1440,2023-08-15,CUST569,Male,52,Sportswear,4,50,200
1441,2023-05-24,CUST1167,Male,36,Formal Wear,1,300,300
1442,2023-11-15,CUST1174,Female,38,Sportswear,4,50,200
1443,2023-04-05,CUST891,Male,41,Sportswear,3,300,900
1444,2023-10-13,CUST948,Female,23,Casual Wear,3,25,75
1445,2023-07-31,CUST1048,Female,35,Formal Wear,3,500,1500
1446,2023-07-01,CUST1460,Male,23,Workwear,3,200,600
1447,2023-09-21,CUST1481,Female,46,Formal Wear,3,150,450
1448,2023-09-02,CUST1562,Female,24,Children Wear,5,50,250
1449,2023-03-03,CUST885,Female,52,Sportswear,4,30,120
1450,2023-09-22,CUST1810,Female,33,Sportswear,2,75,150
1451,2023-02-23,CUST2062,Female,52,Sportswear,3,75,225
1452,2023-09-08,CUST851,Male,32,Casual Wear,2,25,50
1453,2023-03-31,CUST1407,Male,61,Children Wear,6,50,300
1454,2023-10-04,CUST735,Female,64,Casual Wear,4,500,2000
1455,2023-08-25,CUST718,Female,59,Workwear,3,25,75
1456,2023-07-01,CUST455,Male,31,Children Wear,4,25,100
1457,2023-12-11,CUST265,Male,55,Workwear,3,300,900
1458,2023-03-25,CUST076,Female,22,Sportswear,2,50,100
1459,2023-02-23,CUST1786,Male,21,Sportswear,3,30,90
1460,2023-01-22,CUST445,Female,53,Children Wear,1,300,300
1461,2023-02-23,CUST396,Female,55,Workwear,1,30,30
1462,2023-03-24,CUST177,Male,45,Sportswear,2,50,100
1463,2023-05-30,CUST1042,Male,33,Casual Wear,2,25,50
1464,2023-04-22,CUST1871,Male,26,Formal Wear,2,150,300
1465,2023-10-04,CUST1514,Female,25,Formal Wear,2,150,300
1466,2023-01-07,CUST1630,Female,49,Formal Wear,3,300,900
1467,2023-11-27,CUST1491,Male,48,Formal Wear,1,150,150
1468,2023-02-07,CUST596,Female,64,Children Wear,1,300,300
1469,2023-12-27,CUST062,Male,18,Workwear,2,50,100
1470,2023-09-28,CUST1296,Male,62,Formal Wear,4,100,400
1471,2023-09-29,CUST873,Female,27,Formal Wear,4,25,100
1472,2023-07-06,CUST1608,Male,38,Sportswear,2,25,50
1473,2023-03-19,CUST2028,Male,18,Sportswear,2,30,60
1474,2023-08-05,CUST279,Male,50,Formal Wear,1,500,500
1475,2023-08-26,CUST1392,Male,36,Casual Wear,1,25,25
1476,2023-05-23,CUST037,Female,18,Workwear,3,25,75
1477,2023-07-13,CUST1635,Male,51,Children Wear,4,30,120
1478,2023-03-20,CUST663,Male,23,Sportswear,4,300,1200
1479,2023-11-06,CUST1951,Female,19,Casual Wear,1,100,100
1480,2023-12-19,CUST1560,Female,37,Formal Wear,3,150,450
1481,2023-03-22,CUST978,Female,53,Sportswear,3,50,150
1482,2023-11-20,CUST1692,Male,40,Sportswear,3,50,150
1483,2023-11-29,CUST739,Male,36,Children Wear,1,25,25
1484,2023-02-10,CUST192,Male,62,Sportswear,2,50,100
1485,2023-02-22,CUST920,Female,28,Children Wear,3,25,75
1486,2023-07-28,CUST457,Female,58,Casual Wear,3,300,900
1487,2023-08-14,CUST1417,Male,62,Formal Wear,2,200,400
1488,2023-07-19,CUST676,Male,63,Children Wear,3,500,1500
1489,2023-11-07,CUST761,Female,33,Casual Wear,1,500,500
1490,2023-05-27,CUST1952,Female,53,Formal Wear,4,100,400
1491,2023-04-20,CUST1724,Female,45,Children Wear,5,30,150
1492,2023-05-23,CUST729,Male,29,Sportswear,4,300,1200
1493,2023-04-02,CUST2034,Female,54,Casual Wear,3,75,225
1494,2023-10-08,CUST1399,Male,49,Casual Wear,4,50,200
1495,2023-09-08,CUST413,Female,44,Formal Wear,3,25,75
1496,2023-05-09,CUST1098,Female,49,Formal Wear,2,100,200
1497,2023-10-19,CUST826,Female,46,Workwear,1,300,300
1498,2023-03-04,CUST1615,Male,38,Sportswear,1,100,100
1499,2023-08-26,CUST617,Male,34,Workwear,1,30,30
1500,2023-11-26,CUST115,Male,51,Casual Wear,3,500,1500
1501,2023-08-05,CUST418,Female,60,Formal Wear,2,500,1000
1502,2023-05-24,CUST2056,Male,31,Sportswear,1,25,25
1503,2023-05-16,CUST970,Male,59,Workwear,4,500,2000
1504,2023-07-24,CUST605,Male,37,Sportswear,2,500,1000
1505,2023-11-15,CUST2060,Female,42,Children Wear,5,30,150
1506,2023-05-06,CUST090,Female,51,Children Wear,1,30,30
1507,2023-05-04,CUST849,Male,32,Children Wear,2,25,50
1508,2023-02-13,CUST1639,Male,34,Casual Wear,3,75,225
1509,2023-07-30,CUST2059,Male,19,Formal Wear,3,300,900
1510,2023-10-16,CUST754,Female,43,Children Wear,4,25,100
1511,2023-01-15,CUST499,Male,46,Workwear,2,30,60
1512,2023-10-08,CUST1276,Female,34,Sportswear,5,75,375
1513,2023-03-16,CUST1325,Female,20,Casual Wear,3,50,150
1514,2023-10-30,CUST012,Male,35,Sportswear,3,25,75
1515,2023-03-10,CUST397,Female,30,Workwear,1,25,25
1516,2023-08-15,CUST285,Female,31,Workwear,1,25,25
1517,2023-10-28,CUST1066,Female,54,Sportswear,1,50,50
1518,2023-10-23,CUST1191,Male,40,Children Wear,3,30,90
1519,2023-08-06,CUST1440,Male,26,Formal Wear,1,150,150
1520,2023-10-05,CUST1962,Female,46,Casual Wear,2,75,150
1521,2023-12-27,CUST1450,Female,31,Sportswear,1,50,50
1522,2023-04-23,CUST691,Female,51,Sportswear,3,30,90
1523,2023-09-22,CUST1755,Male,65,Sportswear,4,75,300
1524,2023-03-15,CUST2025,Female,54,Workwear,3,150,450
1525,2023-11-05,CUST690,Female,52,Workwear,3,300,900
1526,2023-10-12,CUST852,Female,41,Formal Wear,1,300,300
1527,2023-03-18,CUST1498,Female,45,Casual Wear,3,150,450
1528,2023-08-11,CUST160,Female,43,Sportswear,2,50,100
1529,2023-10-29,CUST896,Female,30,Sportswear,2,25,50
1530,2023-03-21,CUST1776,Male,39,Formal Wear,2,200,400
1531,2023-12-04,CUST258,Female,37,Casual Wear,1,50,50
1532,2023-12-12,CUST336,Female,52,Formal Wear,3,50,150
1533,2023-11-01,CUST2030,Male,48,Casual Wear,1,75,75
1534,2023-11-03,CUST1039,Male,39,Formal Wear,2,300,600
1535,2023-10-23,CUST516,Male,30,Workwear,4,25,100
1536,2023-11-03,CUST1348,Female,32,Sportswear,1,100,100
1537,2023-10-17,CUST1015,Male,32,Casual Wear,3,150,450
1538,2023-06-09,CUST769,Female,31,Workwear,4,30,120
1539,2023-08-13,CUST1883,Female,19,Children Wear,3,30,90
1540,2023-11-07,CUST762,Female,24,Formal Wear,2,25,50
1541,2023-11-13,CUST1246,Male,59,Casual Wear,3,50,150
1542,2023-05-26,CUST1203,Female,51,Sportswear,1,75,75
1543,2023-09-16,CUST2057,Male,58,Casual Wear,2,30,60
1544,2023-12-10,CUST1123,Male,33,Casual Wear,4,100,400
1545,2023-01-01,CUST522,Male,46,Formal Wear,3,500,1500
1546,2023-04-12,CUST023,Female,35,Workwear,4,30,120
1547,2023-05-03,CUST357,Female,40,Sportswear,3,25,75
1548,2023-11-29,CUST1277,Male,21,Sportswear,3,25,75
1549,2023-02-01,CUST1312,Male,65,Sportswear,3,50,150
1550,2023-04-25,CUST1814,Male,23,Sportswear,3,50,150
1551,2023-05-07,CUST341,Male,31,Formal Wear,4,50,200
1552,2023-01-05,CUST432,Female,60,Sportswear,2,500,1000
1553,2023-07-15,CUST474,Female,26,Workwear,3,500,1500
1554,2023-09-22,CUST218,Male,64,Formal Wear,3,30,90
1555,2023-01-24,CUST912,Male,51,Workwear,3,50,150
1556,2023-03-02,CUST1227,Female,21,Sportswear,3,50,150
1557,2023-11-10,CUST1717,Male,36,Formal Wear,2,150,300
1558,2023-11-13,CUST1011,Male,33,Formal Wear,3,150,450
1559,2023-06-02,CUST958,Male,62,Formal Wear,2,25,50
1560,2023-05-19,CUST094,Female,47,Sportswear,2,500,1000
1561,2023-11-23,CUST1008,Female,38,Casual Wear,4,30,120
1562,2023-04-25,CUST1070,Male,47,Casual Wear,2,30,60
1563,2023-06-28,CUST1092,Male,44,Sportswear,3,50,150
1564,2023-06-23,CUST1706,Female,53,Children Wear,3,50,150
1565,2023-07-14,CUST1308,Male,27,Casual Wear,4,30,120
1566,2023-01-15,CUST697,Male,53,Formal Wear,1,500,500
1567,2023-10-05,CUST1935,Male,35,Workwear,2,75,150
1568,2023-11-17,CUST997,Male,52,Workwear,3,30,90
1569,2023-03-26,CUST1458,Male,25,Casual Wear,2,50,100
1570,2023-10-02,CUST154,Male,51,Casual Wear,3,300,900
1571,2023-08-01,CUST1099,Female,36,Children Wear,4,50,200
1572,2023-04-26,CUST1852,Male,52,Casual Wear,3,50,150
1573,2023-03-08,CUST2099,Female,45,Casual Wear,3,100,300
1574,2023-08-08,CUST790,Male,62,Children Wear,1,25,25
1575,2023-11-21,CUST581,Female,48,Formal Wear,2,30,60
1576,2023-06-08,CUST1470,Female,25,Sportswear,2,75,150
1577,2023-08-28,CUST704,Female,62,Casual Wear,3,30,90
1578,2023-03-23,CUST1212,Male,62,Casual Wear,1,25,25
1579,2023-04-13,CUST1295,Female,38,Casual Wear,3,75,225
1580,2023-11-03,CUST1795,Female,30,Formal Wear,3,200,600
1581,2023-06-06,CUST1260,Female,30,Formal Wear,1,200,200
1582,2023-06-18,CUST488,Female,51,Formal Wear,3,300,900
1583,2023-06-05,CUST560,Female,25,Casual Wear,1,50,50
1584,2023-08-27,CUST1141,Male,64,Casual Wear,4,50,200
1585,2023-09-29,CUST1119,Female,26,Children Wear,1,30,30
1586,2023-07-05,CUST802,Female,46,Casual Wear,1,30,30
1587,2023-09-19,CUST513,Male,24,Children Wear,4,25,100
1588,2023-10-08,CUST634,Male,60,Casual Wear,4,500,2000
1589,2023-11-26,CUST1930,Male,45,Formal Wear,4,100,400
1590,2023-11-10,CUST1929,Female,37,Children Wear,1,25,25
1591,2023-10-29,CUST1665,Male,19,Casual Wear,2,75,150
1592,2023-03-30,CUST1150,Male,24,Casual Wear,3,30,90
1593,2023-12-05,CUST791,Female,51,Children Wear,1,25,25
1594,2023-03-15,CUST117,Male,19,Casual Wear,2,500,1000
1595,2023-03-20,CUST1497,Male,40,Children Wear,6,50,300
1596,2023-11-30,CUST741,Male,48,Workwear,1,300,300
1597,2023-08-09,CUST1823,Female,34,Children Wear,1,25,25
1598,2023-06-12,CUST1081,Male,41,Sportswear,2,30,60
1599,2023-01-15,CUST831,Male,27,Sportswear,4,25,100
1600,2023-05-07,CUST120,Male,60,Children Wear,1,50,50
1601,2023-02-11,CUST657,Male,40,Workwear,1,25,25
1602,2023-01-17,CUST2055,Female,28,Sportswear,5,25,125
1603,2023-03-23,CUST636,Female,21,Casual Wear,3,500,1500
1604,2023-10-16,CUST370,Male,23,Workwear,2,30,60
1605,2023-02-01,CUST269,Male,25,Casual Wear,4,500,2000
1606,2023-10-04,CUST656,Male,29,Workwear,3,30,90
1607,2023-02-07,CUST936,Male,57,Workwear,4,50,200
1608,2023-08-19,CUST823,Female,56,Children Wear,2,50,100
1609,2023-06-06,CUST867,Male,21,Formal Wear,1,500,500
1610,2023-11-06,CUST047,Female,40,Casual Wear,3,500,1500
1611,2023-03-25,CUST1373,Male,40,Casual Wear,4,25,100
1612,2023-01-18,CUST1897,Male,31,Workwear,2,50,100
1613,2023-08-21,CUST992,Female,57,Casual Wear,2,30,60
1614,2023-06-19,CUST877,Female,58,Casual Wear,1,25,25
1615,2023-04-12,CUST774,Female,40,Workwear,2,25,50
1616,2023-09-12,CUST1219,Male,20,Casual Wear,2,30,60
1617,2023-11-25,CUST1126,Male,18,Workwear,4,300,1200
1618,2023-05-06,CUST005,Male,30,Sportswear,2,50,100
1619,2023-02-13,CUST1003,Female,40,Sportswear,2,75,150
1620,2023-01-12,CUST1798,Female,25,Casual Wear,3,50,150
1621,2023-04-13,CUST1858,Female,18,Workwear,1,150,150
1622,2023-01-28,CUST264,Male,47,Casual Wear,3,300,900
1623,2023-01-19,CUST1690,Female,31,Formal Wear,3,100,300
1624,2023-08-19,CUST1977,Female,23,Casual Wear,1,30,30
1625,2023-03-07,CUST444,Female,61,Children Wear,3,30,90
1626,2023-11-25,CUST1002,Male,43,Formal Wear,2,100,200
1627,2023-01-21,CUST1077,Female,35,Sportswear,4,75,300
1628,2023-05-13,CUST838,Male,47,Workwear,2,300,600
1629,2023-12-20,CUST1932,Male,25,Sportswear,4,100,400
1630,2023-05-16,CUST305,Female,18,Casual Wear,1,30,30
1631,2023-01-09,CUST1365,Male,37,Children Wear,1,25,25
1632,2023-08-10,CUST1944,Female,40,Children Wear,5,75,375
1633,2023-04-08,CUST314,Male,52,Children Wear,4,30,120
1634,2023-01-06,CUST150,Female,58,Sportswear,4,30,120
1635,2023-08-04,CUST1148,Male,23,Casual Wear,3,50,150
1636,2023-04-10,CUST1213,Male,23,Sportswear,1,50,50
1637,2023-03-28,CUST575,Male,60,Casual Wear,2,50,100
1638,2023-10-02,CUST051,Male,27,Formal Wear,3,25,75
1639,2023-02-15,CUST1673,Female,43,Children Wear,5,25,125
1640,2023-06-22,CUST727,Male,55,Workwear,3,300,900
1641,2023-04-04,CUST834,Female,56,Sportswear,2,30,60
1642,2023-10-02,CUST1377,Male,33,Formal Wear,1,100,100
1643,2023-11-01,CUST1115,Female,26,Workwear,4,75,300
1644,2023-03-25,CUST1166,Male,26,Sportswear,3,75,225
1645,2023-03-23,CUST471,Male,32,Formal Wear,3,50,150
1646,2023-02-11,CUST972,Male,49,Workwear,4,25,100
1647,2023-06-21,CUST654,Male,42,Children Wear,3,25,75
1648,2023-02-24,CUST400,Male,53,Sportswear,4,50,200
1649,2023-11-07,CUST512,Female,57,Children Wear,1,25,25
1650,2023-06-10,CUST321,Female,26,Children Wear,2,25,50
1651,2023-11-05,CUST020,Male,22,Workwear,3,300,900
1652,2023-06-02,CUST685,Male,57,Casual Wear,2,25,50
1653,2023-06-24,CUST036,Male,52,Casual Wear,3,300,900
1654,2023-04-27,CUST903,Female,51,Workwear,4,50,200
1655,2023-07-20,CUST1919,Male,22,Casual Wear,1,75,75
1656,2023-12-09,CUST828,Female,33,Workwear,4,300,1200
1657,2023-04-21,CUST1940,Male,43,Casual Wear,3,50,150
1658,2023-04-15,CUST408,Female,64,Children Wear,1,500,500
1659,2023-01-07,CUST921,Male,51,Formal Wear,3,25,75
1660,2023-09-17,CUST538,Male,18,Formal Wear,3,50,150
1661,2023-07-08,CUST759,Male,49,Formal Wear,2,50,100
1662,2023-03-30,CUST2054,Male,20,Casual Wear,4,25,100
1663,2023-04-25,CUST1062,Male,25,Sportswear,2,75,150
1664,2023-09-23,CUST1199,Male,30,Workwear,2,300,600
1665,2023-04-20,CUST246,Female,48,Workwear,2,25,50
1666,2023-11-03,CUST1416,Male,24,Casual Wear,1,50,50
1667,2023-10-25,CUST1127,Female,40,Sportswear,1,30,30
1668,2023-03-03,CUST785,Female,31,Casual Wear,4,50,200
1669,2023-08-02,CUST1878,Male,49,Sportswear,3,50,150
1670,2023-02-05,CUST490,Male,34,Sportswear,3,50,150
1671,2023-05-17,CUST155,Male,31,Casual Wear,4,500,2000
1672,2023-11-11,CUST1662,Female,28,Formal Wear,2,500,1000
1673,2023-10-19,CUST962,Male,44,Workwear,2,30,60
1674,2023-12-20,CUST854,Male,29,Formal Wear,1,50,50
1675,2023-06-03,CUST1311,Male,36,Casual Wear,3,30,90
1676,2023-09-29,CUST626,Female,26,Sportswear,4,500,2000
1677,2023-07-19,CUST686,Female,28,Sportswear,4,50,200
1678,2023-05-08,CUST1784,Male,21,Casual Wear,4,100,400
1679,2023-08-15,CUST570,Male,49,Formal Wear,1,500,500
1680,2023-12-02,CUST566,Female,64,Workwear,1,30,30
1681,2023-04-30,CUST018,Female,47,Children Wear,2,25,50
1682,2023-07-05,CUST128,Male,25,Workwear,1,500,500
1683,2023-03-21,CUST1346,Male,23,Formal Wear,3,150,450
1684,2023-03-18,CUST1279,Female,50,Children Wear,4,30,120
1685,2023-01-26,CUST2084,Female,60,Casual Wear,2,75,150
1686,2023-04-05,CUST928,Female,35,Workwear,4,300,1200
1687,2023-08-19,CUST981,Female,30,Sportswear,2,30,60
1688,2023-08-31,CUST253,Female,53,Sportswear,4,500,2000
1689,2023-10-18,CUST191,Male,64,Formal Wear,1,25,25
1690,2023-04-04,CUST1139,Female,23,Sportswear,3,25,75
1691,2023-02-06,CUST993,Female,48,Workwear,3,50,150
1692,2023-12-09,CUST700,Male,36,Sportswear,4,500,2000
1693,2023-08-06,CUST1785,Male,35,Workwear,2,100,200
1694,2023-03-17,CUST607,Male,54,Sportswear,3,25,75
1695,2023-11-03,CUST181,Male,19,Workwear,4,300,1200
1696,2023-07-14,CUST302,Male,57,Formal Wear,2,300,600
1697,2023-10-02,CUST497,Male,41,Workwear,4,30,120
1698,2023-01-11,CUST1829,Female,34,Casual Wear,3,25,75
1699,2023-09-10,CUST1843,Female,34,Casual Wear,1,50,50
1700,2023-11-05,CUST1790,Female,48,Casual Wear,2,30,60
1701,2023-04-13,CUST1764,Female,37,Children Wear,4,50,200
1702,2023-05-11,CUST518,Female,40,Workwear,1,30,30
1703,2023-11-17,CUST1396,Female,22,Sportswear,4,30,120
1704,2023-01-21,CUST1069,Female,63,Casual Wear,2,50,100
1705,2023-04-24,CUST477,Male,43,Formal Wear,4,30,120
1706,2023-02-27,CUST158,Female,44,Formal Wear,2,300,600
1707,2023-05-25,CUST1243,Female,27,Formal Wear,3,100,300
1708,2023-04-14,CUST1195,Female,37,Sportswear,1,50,50
1709,2023-04-22,CUST017,Female,27,Casual Wear,4,25,100
1710,2023-04-29,CUST1535,Male,41,Children Wear,3,25,75
1711,2023-11-07,CUST1072,Female,35,Casual Wear,1,75,75
1712,2023-08-13,CUST2086,Male,21,Formal Wear,3,200,600
1713,2023-03-07,CUST547,Male,63,Children Wear,4,500,2000
1714,2023-04-09,CUST1539,Female,52,Workwear,1,200,200
1715,2023-03-19,CUST659,Female,39,Workwear,1,30,30
1716,2023-05-17,CUST2036,Female,37,Formal Wear,3,200,600
1717,2023-03-17,CUST1019,Male,20,Casual Wear,4,100,400
1718,2023-10-02,CUST1791,Female,51,Workwear,1,150,150
1719,2023-10-22,CUST1504,Female,45,Casual Wear,2,30,60
1720,2023-08-08,CUST960,Male,59,Children Wear,2,30,60
1721,2023-11-05,CUST2032,Male,24,Children Wear,1,25,25
1722,2023-02-08,CUST284,Male,43,Workwear,4,50,200
1723,2023-08-22,CUST1632,Female,33,Sportswear,1,75,75
1724,2023-08-04,CUST798,Male,61,Sportswear,1,50,50
